,Order ID,Date,Customer Type,Product Category,Product Name,Quantity Sold,Unit Price,Total Sales,Region,Payment Method,Customer Age,Discount,Shipping Cost,Delivery Time (Days)
1575,1717,2024-01-08,Returning,Clothing,Clothing Product 1717,4,433.1,1004,Europe,PayPal,47,5,18.21,6
1576,1504,2024-01-05,New,Electronics,Electronics Product 1504,1,718.5,558,Asia,PayPal,26,18,16.05,4
1577,1461,2024-01-22,Returning,Home Appliances,Home Appliances Product 1461,4,244.39999999999998,376,Europe,PayPal,60,2,15.04,6
1578,235,2024-01-26,Returning,Clothing,Clothing Product 235,3,724.1,1653,Europe,Credit Card,50,3,17.31,7
1579,1264,2024-01-05,Returning,Clothing,Clothing Product 1264,2,232.5,84,Asia,PayPal,55,8,19.05,3
1580,1949,2024-01-30,Returning,Home Appliances,Home Appliances Product 1949,4,662.2,2012,Asia,Credit Card,46,5,15.92,2
1581,1289,2024-01-30,New,Clothing,Clothing Product 1289,4,512.0,1668,Europe,PayPal,22,5,9.5,4
1582,468,2024-01-19,Returning,Home Appliances,Home Appliances Product 468,5,306.2,595,Asia,Credit Card,55,6,18.72,7
1583,1494,2024-01-25,Returning,Clothing,Clothing Product 1494,1,949.3,757,North America,Credit Card,26,3,19.23,6
1584,662,2024-01-03,New,Home Appliances,Home Appliances Product 662,2,872.7,1662,Asia,Credit Card,56,9,4.17,6
1585,274,2024-01-05,Returning,Clothing,Clothing Product 274,2,636.3,1096,North America,Credit Card,55,9,8.83,4
1586,699,2024-01-10,New,Clothing,Clothing Product 699,2,1078.8,1992,Asia,PayPal,60,8,8.28,6
1587,798,2024-01-19,New,Home Appliances,Home Appliances Product 798,2,611.4,966,Europe,PayPal,45,20,12.84,7
1588,1406,2024-01-27,Returning,Electronics,Electronics Product 1406,4,951.2,3620,Europe,PayPal,55,7,4.62,5
1589,512,2024-01-03,New,Clothing,Clothing Product 512,1,765.8,598,Asia,Credit Card,28,12,16.78,3
1590,262,2024-01-23,Returning,Home Appliances,Home Appliances Product 262,5,891.0,3800,Europe,Credit Card,41,1,13.1,7
1591,68,2024-01-09,New,Home Appliances,Home Appliances Product 68,4,138.8,376,North America,Credit Card,37,13,4.48,7
1592,760,2024-01-11,Returning,Clothing,Clothing Product 760,2,730.9,1072,North America,Credit Card,54,3,19.49,5
1593,1433,2024-01-24,Returning,Home Appliances,Home Appliances Product 1433,5,648.6,2465,Europe,Credit Card,38,6,15.56,3
1594,1324,2024-01-05,Returning,Clothing,Clothing Product 1324,2,669.7,1192,North America,PayPal,35,0,7.37,2
1595,775,2024-01-26,New,Home Appliances,Home Appliances Product 775,2,381.8,550,North America,Credit Card,37,5,10.68,7
1596,308,2024-01-09,Returning,Electronics,Electronics Product 308,3,848.6,2112,North America,PayPal,60,0,14.46,2
1597,293,2024-01-24,New,Clothing,Clothing Product 293,1,329.6,230,North America,PayPal,22,15,9.96,3
1598,588,2024-01-19,Returning,Clothing,Clothing Product 588,2,1139.9,1966,Asia,PayPal,42,10,15.69,6
1599,1149,2024-01-10,Returning,Home Appliances,Home Appliances Product 1149,4,231.5,596,North America,PayPal,50,6,8.25,7
1600,386,2024-01-27,New,Home Appliances,Home Appliances Product 386,4,506.79999999999995,1344,Europe,Credit Card,46,10,17.08,7
1601,328,2024-01-29,New,Clothing,Clothing Product 328,4,882.0,2836,North America,PayPal,20,11,17.3,6
1602,914,2024-01-15,Returning,Electronics,Electronics Product 914,3,666.8,1857,Asia,PayPal,60,0,4.78,4
1603,113,2024-01-24,Returning,Clothing,Clothing Product 113,4,756.5,2236,Asia,Credit Card,53,3,19.75,6
1604,2065,2024-01-23,Returning,Clothing,Clothing Product 1012,1,1150.6,976,,Credit Card,34,5,17.46,2
1605,788,2024-01-09,New,Electronics,Electronics Product 788,5,674.9,2770,Asia,Credit Card,50,7,12.09,3
1606,650,2024-01-21,Returning,Clothing,Clothing Product 650,4,235.1,584,Europe,PayPal,58,4,8.91,5
1607,1369,2024-01-20,Returning,Clothing,Clothing Product 1369,5,546.1,2285,Asia,PayPal,46,0,8.91,4
1608,1471,2024-01-02,Returning,Home Appliances,Home Appliances Product 1471,2,1063.1,1768,Europe,PayPal,51,6,17.91,3
1609,1967,2024-01-18,Returning,Home Appliances,Home Appliances Product 1967,5,513.6,2160,Europe,PayPal,37,6,8.16,3
1610,1725,2024-01-16,Returning,Electronics,Electronics Product 1725,5,287.6,1020,Europe,Credit Card,34,1,8.36,4
1611,1001,2024-01-12,New,Home Appliances,Home Appliances Product 1001,1,1057.4,941,North America,Credit Card,38,7,11.64,3
1612,1881,2024-01-22,New,Home Appliances,Home Appliances Product 1881,1,323.7,153,Europe,PayPal,39,2,17.07,7
1613,975,2024-01-16,Returning,Home Appliances,Home Appliances Product 975,4,121.2,152,Asia,Credit Card,41,6,8.32,6
1614,1078,2024-01-29,New,Electronics,Electronics Product 1078,3,158.9,285,Asia,PayPal,22,6,6.39,2
1615,177,2024-01-28,New,Electronics,Electronics Product 177,4,1036.2,3896,Asia,PayPal,60,12,6.22,4
1616,65,2024-01-06,New,Home Appliances,Home Appliances Product 65,5,579.0,1980,North America,Credit Card,49,2,18.3,3
1617,524,2024-01-15,New,Electronics,Electronics Product 524,1,265.8,210,Asia,PayPal,55,8,5.58,6
1618,2077,2024-01-20,New,Home Appliances,Home Appliances Product 409,3,1013.6,2535,,Credit Card,46,17,16.86,7
1619,833,2024-01-24,New,Home Appliances,Home Appliances Product 833,2,591.5,974,Asia,PayPal,21,19,10.45,3
1620,900,2024-01-01,New,Electronics,Electronics Product 900,5,1025.3,4850,Asia,Credit Card,31,8,5.53,5
1621,684,2024-01-25,Returning,Electronics,Electronics Product 684,3,1002.8,2757,Europe,Credit Card,23,9,8.38,4
1622,500,2024-01-21,New,Clothing,Clothing Product 500,2,835.9,1272,North America,Credit Card,24,13,19.99,7
1623,812,2024-01-03,New,Electronics,Electronics Product 812,5,680.1,2580,North America,Credit Card,44,2,16.41,4
1624,188,2024-01-09,New,Electronics,Electronics Product 188,3,309.5,588,Europe,Credit Card,21,2,11.35,6
1625,371,2024-01-12,New,Clothing,Clothing Product 371,1,140.2,46,North America,PayPal,48,10,9.42,2
1626,1143,2024-01-04,New,Clothing,Clothing Product 1143,2,605.6,992,Asia,PayPal,22,1,10.96,5
1627,410,2024-01-21,Returning,Clothing,Clothing Product 410,5,374.3,1435,Asia,Credit Card,33,3,8.73,6
1628,583,2024-01-14,New,Home Appliances,Home Appliances Product 583,1,1059.5,992,Europe,PayPal,40,17,6.75,3
1629,1083,2024-01-04,Returning,Clothing,Clothing Product 1083,5,461.8,2090,Asia,PayPal,51,1,4.38,6
1630,163,2024-01-14,New,Electronics,Electronics Product 163,3,323.0,813,Europe,PayPal,23,2,5.2,6
1631,153,2024-01-04,Returning,Home Appliances,Home Appliances Product 153,2,669.2,1084,Europe,PayPal,35,0,12.72,6
1632,1226,2024-01-27,New,Clothing,Clothing Product 1226,1,827.7,752,North America,PayPal,29,10,7.57,2
1633,1201,2024-01-02,Returning,Home Appliances,Home Appliances Product 1201,2,1103.6,1908,Europe,Credit Card,46,0,14.96,4
1634,599,2024-01-30,New,Electronics,Electronics Product 599,1,217.10000000000002,27,Europe,Credit Card,44,3,19.01,2
1635,1758,2024-01-19,Returning,Clothing,Clothing Product 1758,5,1153.3,4995,Europe,PayPal,60,10,15.43,5
1636,146,2024-01-27,Returning,Clothing,Clothing Product 146,3,721.0,1671,North America,PayPal,39,8,16.4,3
1637,2072,2024-01-14,New,Electronics,Electronics Product 1663,1,935.7,864,,PayPal,53,18,7.17,6
1638,62,2024-01-03,Returning,Clothing,Clothing Product 62,1,183.1,113,Europe,PayPal,47,10,7.01,5
1639,1235,2024-01-06,New,Clothing,Clothing Product 1235,1,501.3,424,Asia,PayPal,27,11,7.73,2
1640,926,2024-01-27,Returning,Electronics,Electronics Product 926,1,542.7,347,North America,PayPal,56,6,19.57,2
1641,232,2024-01-23,Returning,Home Appliances,Home Appliances Product 232,3,722.1,1638,Asia,Credit Card,39,3,17.61,3
1642,44,2024-01-15,Returning,Home Appliances,Home Appliances Product 44,3,652.1,1407,Asia,Credit Card,42,10,18.31,3
1643,1816,2024-01-17,New,Electronics,Electronics Product 1816,2,273.2,426,Europe,PayPal,57,7,6.02,4
1644,242,2024-01-03,Returning,Electronics,Electronics Product 242,5,130.6,210,Europe,Credit Card,55,0,8.86,6
1645,533,2024-01-24,Returning,Home Appliances,Home Appliances Product 533,1,663.1,542,Europe,PayPal,54,3,12.11,4
1646,1277,2024-01-18,Returning,Clothing,Clothing Product 1277,5,1077.0,4730,North America,PayPal,28,9,13.1,4
1647,1533,2024-01-04,Returning,Electronics,Electronics Product 1533,5,641.2,2290,Asia,Credit Card,52,8,18.32,3
1648,1491,2024-01-22,Returning,Electronics,Electronics Product 1491,5,422.8,1390,North America,Credit Card,25,10,14.48,3
1649,1144,2024-01-05,Returning,Home Appliances,Home Appliances Product 1144,5,781.5,3450,North America,PayPal,34,3,9.15,5
1650,621,2024-01-22,Returning,Electronics,Electronics Product 621,1,488.0,447,Europe,PayPal,44,8,4.1,5
1651,1682,2024-01-03,Returning,Home Appliances,Home Appliances Product 1682,2,640.8,1016,Asia,Credit Card,24,0,13.28,5
1652,1946,2024-01-27,New,Electronics,Electronics Product 1946,4,1121.3,3804,Asia,Credit Card,31,14,17.03,2
1653,1199,2024-01-30,New,Electronics,Electronics Product 1199,2,180.5,78,Asia,Credit Card,49,11,14.15,4
1654,1159,2024-01-20,Returning,Clothing,Clothing Product 1159,4,706.6,2480,Asia,Credit Card,55,10,8.66,4
1655,1395,2024-01-16,Returning,Electronics,Electronics Product 1395,3,749.2,1944,Europe,Credit Card,36,10,10.12,4
1656,1672,2024-01-23,Returning,Home Appliances,Home Appliances Product 1672,1,942.7,793,Europe,PayPal,50,3,14.97,2
1657,426,2024-01-07,Returning,Home Appliances,Home Appliances Product 426,4,664.0,2264,Asia,PayPal,47,9,9.8,6
1658,1712,2024-01-03,Returning,Electronics,Electronics Product 1712,2,919.8,1614,North America,PayPal,25,3,11.28,7
1659,635,2024-01-06,New,Clothing,Clothing Product 635,2,1066.1,1804,Europe,Credit Card,49,12,16.41,4
1660,663,2024-01-04,Returning,Electronics,Electronics Product 663,3,856.2,2031,Asia,Credit Card,21,10,17.92,6
1661,1739,2024-01-30,Returning,Electronics,Electronics Product 1739,4,932.4,3480,Asia,Credit Card,52,9,6.24,7
1662,1087,2024-01-08,Returning,Clothing,Clothing Product 1087,1,235.2,86,Asia,Credit Card,60,5,14.92,4
1663,746,2024-01-27,Returning,Electronics,Electronics Product 746,2,270.1,380,North America,PayPal,30,3,8.01,6
1664,610,2024-01-11,Returning,Home Appliances,Home Appliances Product 610,5,318.3,1085,Asia,PayPal,55,4,10.13,2
1665,302,2024-01-03,New,Home Appliances,Home Appliances Product 302,3,432.4,1116,Asia,PayPal,42,14,6.04,6
1666,2013,2024-01-09,New,Electronics,Electronics Product 1748,2,404.3,564,,Credit Card,22,9,12.23,7
1667,1732,2024-01-23,Returning,Clothing,Clothing Product 1732,5,642.4,2630,North America,Credit Card,40,9,11.64,7
1668,348,2024-01-19,New,Electronics,Electronics Product 348,2,767.6,1382,North America,Credit Card,23,8,7.66,3
1669,256,2024-01-17,New,Electronics,Electronics Product 256,5,983.1,4705,North America,PayPal,34,17,4.21,6
1670,1088,2024-01-09,Returning,Electronics,Electronics Product 1088,3,280.3,537,Asia,PayPal,21,1,10.13,4
1671,43,2024-01-14,Returning,Home Appliances,Home Appliances Product 43,5,290.9,1245,Europe,Credit Card,23,2,4.19,3
1672,2090,2024-01-30,Returning,Electronics,Electronics Product 389,5,598.1,2135,,PayPal,50,5,17.11,4
1673,2002,2024-01-14,New,Electronics,Electronics Product 313,5,370.9,965,,PayPal,28,18,17.79,2
1674,975,2024-01-16,Returning,Home Appliances,Home Appliances Product 975,4,121.2,152,Asia,Credit Card,41,6,8.32,6
1675,303,2024-01-04,Returning,Clothing,Clothing Product 303,4,395.6,876,North America,PayPal,51,5,17.66,5
1676,2067,2024-01-14,Returning,Clothing,Clothing Product 223,4,372.1,1192,,PayPal,49,5,7.41,3
1677,1029,2024-01-10,Returning,Electronics,Electronics Product 1029,2,1025.5,1740,Asia,Credit Card,60,0,15.55,6
1678,1963,2024-01-14,Returning,Electronics,Electronics Product 1963,2,398.1,504,Europe,Credit Card,29,1,14.61,6
1679,1282,2024-01-23,Returning,Clothing,Clothing Product 1282,2,1075.5,1792,North America,Credit Card,29,9,17.95,6
1680,1950,2024-01-01,Returning,Home Appliances,Home Appliances Product 1950,4,568.7,1952,Europe,Credit Card,40,9,8.07,3
1681,1964,2024-01-15,Returning,Electronics,Electronics Product 1964,1,979.0,902,Europe,PayPal,45,2,7.7,4
1682,179,2024-01-30,New,Clothing,Clothing Product 179,3,761.3,2136,Asia,Credit Card,34,0,4.93,3
1683,1160,2024-01-21,Returning,Electronics,Electronics Product 1160,4,864.0,3272,North America,Credit Card,53,1,4.6,6
1684,1886,2024-01-27,Returning,Clothing,Clothing Product 1886,5,453.6,1755,North America,Credit Card,37,10,10.26,6
1685,1145,2024-01-06,New,Home Appliances,Home Appliances Product 1145,1,937.2,815,North America,PayPal,31,2,12.22,4
1686,397,2024-01-08,New,Home Appliances,Home Appliances Product 397,2,869.3,1482,Europe,Credit Card,42,16,12.83,2
1687,203,2024-01-24,Returning,Home Appliances,Home Appliances Product 203,3,1088.3,2928,Asia,PayPal,55,6,11.23,7
1688,1626,2024-01-07,New,Electronics,Electronics Product 1626,3,824.3,2037,North America,PayPal,20,15,14.53,5
1689,2057,2024-01-27,New,Clothing,Clothing Product 116,4,244.4,592,,Credit Card,23,4,9.64,5
1690,546,2024-01-07,New,Clothing,Clothing Product 546,5,251.2,420,North America,PayPal,54,14,16.72,5
1691,815,2024-01-06,Returning,Clothing,Clothing Product 815,5,775.1,3105,Europe,Credit Card,29,0,15.41,7
1692,846,2024-01-07,New,Electronics,Electronics Product 846,4,394.1,1008,Asia,Credit Card,26,9,14.21,2
1693,346,2024-01-17,Returning,Home Appliances,Home Appliances Product 346,5,91.7,230,North America,PayPal,37,0,4.57,2
1694,36,2024-01-07,New,Electronics,Electronics Product 36,4,1016.5,3544,North America,PayPal,55,14,13.05,3
1695,1914,2024-01-25,New,Electronics,Electronics Product 1914,1,994.9,813,Europe,PayPal,20,16,18.19,4
1696,2010,2024-01-15,New,Electronics,Electronics Product 224,2,179.7,264,,PayPal,38,5,4.77,7
1697,636,2024-01-07,Returning,Clothing,Clothing Product 636,5,336.2,1110,Asia,Credit Card,55,7,11.42,6
1698,1224,2024-01-25,New,Electronics,Electronics Product 1224,2,561.3,1036,Europe,PayPal,50,3,4.33,7
1699,671,2024-01-12,Returning,Home Appliances,Home Appliances Product 671,5,692.4,2735,Asia,PayPal,38,3,14.54,3
1700,1802,2024-01-03,Returning,Home Appliances,Home Appliances Product 1802,1,730.5,630,North America,Credit Card,28,5,10.05,4
1701,999,2024-01-10,Returning,Home Appliances,Home Appliances Product 999,4,671.4,2412,Asia,PayPal,44,1,6.84,6
1702,253,2024-01-14,Returning,Home Appliances,Home Appliances Product 253,4,390.2,1168,Asia,PayPal,54,8,9.82,4
1703,1824,2024-01-25,New,Home Appliances,Home Appliances Product 1824,1,259.3,216,Asia,PayPal,36,19,4.33,2
1704,579,2024-01-10,New,Electronics,Electronics Product 579,5,593.3,2205,Europe,Credit Card,23,8,15.23,6
1705,968,2024-01-09,Returning,Home Appliances,Home Appliances Product 968,2,252.79999999999998,114,North America,PayPal,39,2,19.58,3
1706,1877,2024-01-18,Returning,Home Appliances,Home Appliances Product 1877,4,960.9,3576,North America,PayPal,57,1,6.69,2
1707,1191,2024-01-22,Returning,Electronics,Electronics Product 1191,1,627.0,475,Europe,PayPal,23,8,15.2,4
1708,1800,2024-01-01,Returning,Electronics,Electronics Product 1800,5,666.7,3075,North America,PayPal,33,8,5.17,7
1709,1216,2024-01-17,Returning,Electronics,Electronics Product 1216,3,246.10000000000002,327,North America,PayPal,54,0,13.71,4
1710,1400,2024-01-21,Returning,Clothing,Clothing Product 1400,2,531.2,764,North America,PayPal,35,3,14.92,2
1711,300,2024-01-01,New,Electronics,Electronics Product 300,1,1094.9,918,Europe,PayPal,35,19,17.69,6
1712,1010,2024-01-21,Returning,Clothing,Clothing Product 1010,4,325.1,752,Asia,PayPal,23,4,13.71,4
1713,1978,2024-01-29,New,Electronics,Electronics Product 1978,3,180.7,105,North America,PayPal,56,11,14.57,4
1714,682,2024-01-23,New,Electronics,Electronics Product 682,5,970.9,3940,North America,PayPal,24,17,18.29,2
1715,1989,2024-01-10,Returning,Clothing,Clothing Product 1989,4,577.2,2116,Asia,Credit Card,55,3,4.82,3
1716,762,2024-01-13,New,Clothing,Clothing Product 762,4,328.6,1104,Asia,PayPal,60,7,5.26,2
1717,712,2024-01-23,Returning,Home Appliances,Home Appliances Product 712,2,184.3,138,Europe,Credit Card,39,10,11.53,3
1718,749,2024-01-30,New,Clothing,Clothing Product 749,1,1133.0,947,Asia,PayPal,45,13,18.6,4
1719,90,2024-01-01,Returning,Home Appliances,Home Appliances Product 90,1,805.9,693,Asia,Credit Card,45,3,11.29,7
1720,76,2024-01-17,New,Home Appliances,Home Appliances Product 76,2,475.2,744,Europe,Credit Card,41,5,10.32,6
1721,1399,2024-01-20,New,Clothing,Clothing Product 1399,4,354.9,996,Europe,Credit Card,49,4,10.59,4
1722,454,2024-01-05,New,Home Appliances,Home Appliances Product 454,4,136.0,224,North America,Credit Card,23,11,8.0,3
1723,1607,2024-01-18,Returning,Home Appliances,Home Appliances Product 1607,3,408.1,894,North America,Credit Card,56,1,11.01,4
1724,697,2024-01-08,Returning,Electronics,Electronics Product 697,5,539.0,2180,North America,PayPal,30,5,10.3,6
1725,1966,2024-01-17,Returning,Clothing,Clothing Product 1966,4,502.8,1708,North America,Credit Card,45,10,7.58,5
1726,2062,2024-01-03,New,Home Appliances,Home Appliances Product 1502,5,1012.2,4710,,Credit Card,49,8,7.02,6
1727,272,2024-01-03,Returning,Electronics,Electronics Product 272,2,617.8,1092,Europe,Credit Card,42,4,7.18,7
1728,182,2024-01-03,Returning,Electronics,Electronics Product 182,3,223.2,327,Asia,PayPal,60,9,11.42,5
1729,755,2024-01-06,Returning,Clothing,Clothing Product 755,2,776.5,1292,Asia,PayPal,37,4,13.05,2
1730,1674,2024-01-25,Returning,Home Appliances,Home Appliances Product 1674,3,930.7,2502,Europe,Credit Card,52,3,9.67,2
1731,984,2024-01-25,Returning,Home Appliances,Home Appliances Product 984,1,238.8,92,Asia,PayPal,48,8,14.68,3
1732,236,2024-01-27,Returning,Electronics,Electronics Product 236,4,730.0,2280,Europe,PayPal,26,8,16.0,2
1733,285,2024-01-16,New,Electronics,Electronics Product 285,3,493.9,1245,Europe,PayPal,36,19,7.89,7
1734,58,2024-01-29,Returning,Electronics,Electronics Product 58,3,753.1,1764,North America,PayPal,23,0,16.51,3
1735,1332,2024-01-13,Returning,Electronics,Electronics Product 1332,3,868.1,2268,Asia,Credit Card,26,9,11.21,5
1736,1755,2024-01-16,Returning,Home Appliances,Home Appliances Product 1755,5,1052.6,4415,North America,PayPal,24,4,16.96,3
1737,2031,2024-01-29,New,Home Appliances,Home Appliances Product 1648,4,301.6,936,,PayPal,49,12,6.76,7
1738,559,2024-01-20,New,Home Appliances,Home Appliances Product 559,1,582.5,475,Asia,PayPal,40,4,10.75,4
1739,941,2024-01-12,Returning,Home Appliances,Home Appliances Product 941,5,250.0,370,North America,PayPal,55,1,17.6,7
1740,465,2024-01-16,Returning,Clothing,Clothing Product 465,2,260.3,214,Europe,PayPal,29,7,15.33,3
1741,883,2024-01-14,New,Clothing,Clothing Product 883,1,455.5,287,North America,Credit Card,54,16,16.85,2
1742,1687,2024-01-08,Returning,Home Appliances,Home Appliances Product 1687,3,400.1,1020,Europe,PayPal,51,5,6.01,5
1743,1253,2024-01-24,Returning,Clothing,Clothing Product 1253,3,687.4,1905,Asia,PayPal,38,10,5.24,7
1744,1210,2024-01-11,New,Electronics,Electronics Product 1210,4,703.7,2372,Europe,Credit Card,47,8,11.07,5
1745,1551,2024-01-22,New,Electronics,Electronics Product 1551,1,1068.0,901,Asia,PayPal,56,8,16.7,6
1746,586,2024-01-17,Returning,Home Appliances,Home Appliances Product 586,4,610.4,1840,North America,Credit Card,31,3,15.04,6
1747,474,2024-01-25,Returning,Electronics,Electronics Product 474,3,1123.6,2955,North America,PayPal,34,5,13.86,4
1748,991,2024-01-02,New,Clothing,Clothing Product 991,4,911.0,3476,Asia,Credit Card,42,17,4.2,6
1749,1740,2024-01-01,New,Home Appliances,Home Appliances Product 1740,2,300.2,360,Europe,PayPal,59,8,12.02,5
1750,1778,2024-01-09,Returning,Electronics,Electronics Product 1778,3,1042.4,2958,Europe,PayPal,52,0,5.64,7
1751,2003,2024-01-15,Returning,Clothing,Clothing Product 194,1,285.1,128,,Credit Card,49,0,15.71,3
1752,1707,2024-01-28,Returning,Home Appliances,Home Appliances Product 1707,4,901.2,3192,North America,PayPal,56,8,10.32,7
1753,327,2024-01-28,Returning,Home Appliances,Home Appliances Product 327,3,734.2,2004,North America,Credit Card,45,3,6.62,7
1754,861,2024-01-22,Returning,Home Appliances,Home Appliances Product 861,2,839.8,1370,North America,Credit Card,55,8,15.48,3
1755,1834,2024-01-05,Returning,Electronics,Electronics Product 1834,3,270.0,468,Europe,Credit Card,57,2,11.4,2
1756,1273,2024-01-14,Returning,Clothing,Clothing Product 1273,5,1123.9,4940,Europe,PayPal,39,8,13.59,5
1757,875,2024-01-06,New,Home Appliances,Home Appliances Product 875,4,807.6,2560,Europe,PayPal,31,6,16.76,7
1758,58,2024-01-29,Returning,Electronics,Electronics Product 58,3,753.1,1764,North America,PayPal,23,0,16.51,3
1759,811,2024-01-02,Returning,Clothing,Clothing Product 811,1,611.7,412,Europe,Credit Card,22,4,19.97,5
1760,150,2024-01-01,Returning,Electronics,Electronics Product 150,4,1056.7,3460,Europe,Credit Card,55,5,19.17,3
1761,46,2024-01-17,Returning,Home Appliances,Home Appliances Product 46,5,1107.6,4795,Asia,PayPal,56,0,14.86,5
1762,1812,2024-01-13,Returning,Home Appliances,Home Appliances Product 1812,2,435.7,718,Europe,Credit Card,25,4,7.67,5
1763,678,2024-01-19,New,Clothing,Clothing Product 678,3,317.2,561,North America,PayPal,57,15,13.02,2
1764,1254,2024-01-25,Returning,Home Appliances,Home Appliances Product 1254,3,892.1,2379,Asia,PayPal,47,0,9.91,4
1765,724,2024-01-05,Returning,Electronics,Electronics Product 724,3,244.39999999999998,282,Asia,PayPal,57,10,15.04,5
1766,453,2024-01-04,New,Home Appliances,Home Appliances Product 453,4,493.70000000000005,1436,Asia,Credit Card,36,4,13.47,2
1767,201,2024-01-22,New,Electronics,Electronics Product 201,5,301.2,1145,North America,Credit Card,25,10,7.22,5
1768,228,2024-01-19,New,Electronics,Electronics Product 228,3,560.9,1152,North America,Credit Card,36,0,17.69,6
1769,15,2024-01-16,Returning,Clothing,Clothing Product 15,5,1011.5,4735,Asia,PayPal,59,0,6.45,3
1770,514,2024-01-05,Returning,Clothing,Clothing Product 514,1,183.5,26,Europe,PayPal,37,2,15.75,5
1771,1161,2024-01-22,Returning,Home Appliances,Home Appliances Product 1161,5,1023.2,4675,North America,PayPal,38,1,8.82,5
1772,1568,2024-01-09,New,Home Appliances,Home Appliances Product 1568,4,526.4,1576,Europe,Credit Card,48,2,13.24,6
1773,843,2024-01-04,Returning,Electronics,Electronics Product 843,1,1108.1,964,North America,PayPal,27,5,14.41,4
1774,1366,2024-01-17,Returning,Home Appliances,Home Appliances Product 1366,5,402.8,1345,Europe,Credit Card,36,6,13.38,4
1775,1614,2024-01-25,Returning,Electronics,Electronics Product 1614,1,961.9,790,Europe,PayPal,36,9,17.19,2
1776,733,2024-01-14,Returning,Clothing,Clothing Product 733,4,683.6,1968,Europe,PayPal,53,2,19.16,4
1777,451,2024-01-02,New,Electronics,Electronics Product 451,2,365.9,458,Asia,PayPal,41,2,13.69,2
1778,860,2024-01-21,Returning,Electronics,Electronics Product 860,4,828.0,2536,North America,Credit Card,46,1,19.4,6
1779,1148,2024-01-09,Returning,Electronics,Electronics Product 1148,1,767.9,599,Asia,PayPal,47,9,16.89,2
1780,387,2024-01-28,New,Electronics,Electronics Product 387,1,391.2,302,Europe,Credit Card,42,16,8.92,4
1781,1681,2024-01-02,Returning,Clothing,Clothing Product 1681,1,533.9,444,Europe,PayPal,55,4,8.99,4
1782,368,2024-01-09,New,Home Appliances,Home Appliances Product 368,5,583.0,2115,Asia,Credit Card,45,7,16.0,6
1783,96,2024-01-07,Returning,Electronics,Electronics Product 96,1,960.0,917,North America,PayPal,33,0,4.3,5
1784,925,2024-01-26,New,Home Appliances,Home Appliances Product 925,4,998.2,3652,Asia,Credit Card,55,2,8.52,6
1785,417,2024-01-28,New,Home Appliances,Home Appliances Product 417,4,867.2,3124,North America,PayPal,26,5,8.62,7
1786,1671,2024-01-22,New,Clothing,Clothing Product 1671,2,362.29999999999995,434,Europe,Credit Card,34,5,14.53,2
1787,1158,2024-01-19,New,Electronics,Electronics Product 1158,1,730.5,650,Asia,PayPal,42,1,8.05,4
1788,1415,2024-01-06,New,Electronics,Electronics Product 1415,4,911.0,2888,Europe,PayPal,53,19,18.9,5
1789,1775,2024-01-06,Returning,Electronics,Electronics Product 1775,4,313.8,736,Asia,Credit Card,32,6,12.98,4
1790,298,2024-01-29,Returning,Home Appliances,Home Appliances Product 298,4,1062.1,3776,North America,Credit Card,49,3,11.81,6
1791,840,2024-01-01,Returning,Clothing,Clothing Product 840,5,810.2,3755,Europe,Credit Card,31,0,5.92,4
1792,181,2024-01-02,New,Electronics,Electronics Product 181,2,387.0,568,North America,PayPal,45,5,10.3,7
1793,1500,2024-01-01,Returning,Home Appliances,Home Appliances Product 1500,4,640.1,1880,Europe,Credit Card,51,7,17.01,5
1794,1863,2024-01-04,New,Electronics,Electronics Product 1863,3,1174.9,2940,North America,Credit Card,58,14,19.49,6
1795,233,2024-01-24,Returning,Electronics,Electronics Product 233,2,897.0,1470,North America,PayPal,53,1,16.2,7
1796,582,2024-01-13,New,Home Appliances,Home Appliances Product 582,2,115.3,90,Asia,Credit Card,52,6,7.03,5
1797,315,2024-01-16,Returning,Electronics,Electronics Product 315,3,511.2,1272,Europe,PayPal,31,0,8.72,5
1798,1462,2024-01-23,Returning,Clothing,Clothing Product 1462,5,233.3,960,North America,Credit Card,30,2,4.13,7
1799,1441,2024-01-02,New,Home Appliances,Home Appliances Product 1441,4,477.1,1276,Europe,PayPal,44,2,15.81,6
1800,1447,2024-01-08,New,Electronics,Electronics Product 1447,3,376.9,978,Europe,Credit Card,22,2,5.09,2
1801,743,2024-01-24,Returning,Electronics,Electronics Product 743,3,790.2,1956,Asia,PayPal,37,8,13.82,5
1802,1511,2024-01-12,Returning,Clothing,Clothing Product 1511,2,709.3,1198,Asia,Credit Card,56,7,11.03,3
1803,1819,2024-01-20,Returning,Home Appliances,Home Appliances Product 1819,3,434.4,990,Europe,PayPal,26,9,10.44,3
1804,189,2024-01-10,Returning,Electronics,Electronics Product 189,1,704.0,659,Europe,Credit Card,44,6,4.5,7
1805,127,2024-01-08,New,Electronics,Electronics Product 127,2,224.6,118,Asia,PayPal,53,5,16.56,5
1806,1153,2024-01-14,New,Electronics,Electronics Product 1153,2,456.2,718,North America,Credit Card,42,19,9.72,6
1807,1952,2024-01-03,Returning,Clothing,Clothing Product 1952,3,364.7,567,North America,PayPal,59,0,17.57,3
1808,1302,2024-01-13,Returning,Home Appliances,Home Appliances Product 1302,3,556.8,1257,Asia,PayPal,60,6,13.78,5
